ID,Group1_R1DNO1_1_root,Group1_R1DNO1_2_root,Group1_R2DNO1_1_root,Group1_R2DNO1_2_root,Group1_R3DNO1_1_root,Group1_R3DNO1_1_root,Group2_R3EIC1_1_root,Group2_R3EIC1_2_root,Group2_R1EIC1_1_root_bad,Group2_R1EIC1_2_root_bad,Group2_R2EIC1_1_root,Group2_R2EIC1_2_root,Group3_R1EIO1_1_root,Group3_R1EIO1_2_root,Group3_R2EIO1_1_root,Group3_R2EIO1_2_root,Group3_R3EIO1_1_root_bad,Group3_R3EIO1_2_bad,Group4_R3DNC1_1_root,Group4_R3DNC1_2_root,Group4_R1DNC1_1_root,Group4_R1DNC1_2_root,Group4_R2DNC1_1_root,Group4_R2DNC1_2_root
DHB095,180.487045,21.1191521,78.9674988,24.5935001,41.8942528,31.6258488,0,49.278904,8.8208704,0,45.4092789,0,0,35.4320602,13.5895023,0,0,0,0,0,43.8182755,489.247589,187.311188,72.38414
DHB096,30.7019825,0,138.077759,117.500671,12.1607866,19.7837791,0,61.9525795,30.137537,0,52.8462906,0,9.70972061,0,19.016758,3.04333806,0,0,0,0,4.65741634,146.412064,0,23.7509212
DHB097,564.896667,104.3004,568.271301,280.241791,0,3.58056474,314.380188,465.899017,4.48942041,0,89.1455994,77.9227676,0,0,16.8886433,65.1718674,0,0,22.3657684,0,237.871033,798.668701,324.343719,445.188446
DHB098,564.896667,104.3004,568.271301,289.949005,8.2748003,57.9915619,0,0,0,0,0,42.592514,0,0,18.4099998,41.9074135,0,0,58.0408859,0,34.9721107,631.856384,110.718948,392.377014
DHB099,1326.49792,311.885223,2632.6709,800.018311,3.5189538,51.7460365,455.671265,719.28595,0,36.9663963,101.069298,110.408188,1285.40662,388.678528,79.289238,167.829575,21.8491211,43.0512619,146.176514,0,215.315796,2866.84277,422.897614,1127.04236
DHB100,1362.7804,299.669922,2632.6709,774.844055,5.34418917,31.1503372,455.671265,719.28595,0,36.9663963,101.069298,110.408188,1285.40662,388.678528,79.289238,167.829575,21.8491211,43.0512619,146.176514,0,215.315796,2866.84277,421.200195,1127.04236
DHB101,8002.48682,2745.63086,29368.0684,7263.87061,8032.99316,16808.7871,17742.6113,6866.48633,4716.90186,6161.92725,1263.90503,1531.71924,6085.51709,3969.40039,1559.8656,1673.09143,1253.0719,2393.92773,10696.3623,5268.67578,1842.81055,6613.31641,2735.87622,5146.53174
DHB102,3342.22412,588.183533,3346.32349,1154.13855,29.8421593,0,150.141281,602.961731,7.52299404,6.3256731,0,0,8.88454247,0,7.91148853,0,0,0,129.391037,0,18.8105698,107.405396,302.791626,654.827332
DHB103,0,72.5396347,30.3891335,0,16.4786777,0,0,0,9.25160408,0,6103.71436,5965.7915,2670.85986,991.557007,113.724304,200.877335,0,0,0,0,7.33316422,2.81881285,56.6848946,5.7538619
DHB104,0,36.9664726,32.4553032,0,5.67850065,0,0,0,34.5766296,3.40746784,3092.84839,4504.36768,1717.14709,392.797241,492.607635,499.940308,0,2.66369057,0,0,4.46593332,24.0259304,0,35.4897385
DHB105,0,36.9664726,32.4553032,0,9.80674171,0,0,0,34.5766296,110.822319,3109.44336,4504.36768,1717.14709,392.797241,492.607635,499.940308,0,0,0,0,4.04361629,24.0259304,0,35.8799591
DHB106,1131.8042,333.630981,3996.53613,1066.72375,40.7363052,81.2437744,686.788818,1416.17419,7.52081823,0,0,133.05545,324.169952,156.070023,13.2153673,55.2298851,55.4915009,0,327.329041,40.7990875,278.069061,3794.76074,699.550476,1627.5332
DHB107,319.046753,84.9849014,581.675354,266.224762,37.7735367,132.500244,270.665375,113.589714,8.16047859,0,63.0937805,147.955261,1063.24121,419.152924,62.3359146,86.5058899,27.9252014,0,21.374218,0,20.5297775,310.471954,44.2201653,77.1957855
DHB108,259.509735,55.9059067,406.185516,156.33728,372.50592,327.229858,761.440186,0,350.81897,551.593506,0,38.4587097,1373.84302,519.294556,736.305115,525.009888,107.416733,375.819794,730.685303,288.103119,619.311646,209.077805,28.045742,394.295288
DHB109,227.108841,20.6715736,229.654556,79.710907,10.59482,0,0,0,44.9998131,0,67.7587738,96.6907425,176.519974,129.65918,29.2898693,65.0826187,0,13.8776836,0,21.0476494,24.5322533,426.704254,57.9618149,191.875595
DHB110,453.667786,34.7899971,355.35788,31.7674656,0,0,0,103.713531,8.40698528,0,2980.9353,3005.35767,4694.9375,2112.3374,589.118896,1093.65332,14.4383821,205.02124,0,0,9.0727644,96.348732,0,60.4831429
DHB111,0,20.928936,0,0,58.5140114,153.796555,0,132.080963,18.6861591,14.5251617,8990.52832,10267.3633,12923.8574,2163.51489,702.900757,770.078003,7.20650721,71.6011429,0,0,0,7.61296129,0,4.58803844
DHB112,109.596825,31.7433529,23156.6289,9729.06348,179.796585,795.412231,3900.12915,945.709412,48.8157043,21.5065594,30.9220848,13.7723503,1560.55603,596.424438,4.41940212,32.7871208,0,15.8823595,218.42926,0,672.114136,4484.85645,11657.543,3709.37524
DHB113,849.226501,287.478912,1669.10718,286.898285,0.703212023,42.6256981,446.118713,184.708435,1.13212395,0,36.5620995,142.901443,463.863495,143.247086,12.1021986,78.6498108,0,5.73925495,60.6172333,0,169.911926,2415.24585,327.030975,863.615234
DHB114,55.5528793,0,27.5514412,55.0499611,14.6398735,15.8955145,0,0,1853.34033,3510.37939,0,0,185.367416,45.8569298,71.9862671,0.881017923,28.7951393,32.7627029,109.637566,6.71359873,5.20547295,34.4123688,49.841301,289.470154
DHB115,2408.84937,2838.41748,29166.8379,14043.4424,5999.02588,10564.8408,21205.3457,6363.09229,21723.4375,27000.9941,13950.4141,12977.4531,29352.9199,19711.7891,5223.52783,5308.54883,3761.19653,2196.27148,104.661263,35.2797356,1291.09473,9938.84082,19555.8301,7099.00488
DHB116,27775.2383,32908.9453,318786.656,151595.344,69575.6016,119996.102,237118.547,72304.4141,239057.531,289881.969,152288.672,141645.578,309105.563,203570.969,56815.4023,59036.9922,43530.6602,24641.3047,538.885376,263.768524,14434.3164,107487.578,210012.703,74511.9063
DHB117,29.0180225,10.0963507,4553.63184,1626.82715,215.522003,606.152893,1766.48254,139.38327,4793.59717,6227.06787,1626.55261,1991.61865,5187.74512,4044.54956,512.869263,452.82666,145.22583,135.66713,0,0,115.070206,1449.43091,3138.875,833.357788
DHB118,25.526432,7.07522058,1417.37183,71.4605484,3649.63599,6133.34814,1045.51794,3582.79272,3834.24707,5470.7002,4341.39209,3369.81177,6684.39795,4161.25537,1510.80969,2116.04907,8.97443771,705.722839,42.4606438,0,8.94965076,3127.40137,201.780548,1134.74194
DHB119,7533.07666,10640.2334,139337.984,75641.9063,21310.627,34027.7109,49307.5586,21556.8359,2607.1936,3450.79932,583.766479,1189.6156,2228.41797,1994.56592,381.336426,293.689758,9.88098621,17.6185799,53.4236984,0,10873.0938,65092.6211,122446.43,51100.7891
DHB120,1570.14893,495.3909,19454.3594,3691.19067,14152.3584,23733.543,6500.50488,14734.9111,101.195381,60.1933708,0,97.8729324,0,24.8140011,102.882263,50.5117035,0,30.4155884,34.4056244,0,710.483398,20412.2949,11471.4912,13459.0928
DHB121,1570.14893,495.3909,19454.3594,3677.51611,14152.3584,23746.9727,6529.59131,14734.9111,101.195381,60.1933708,0,97.8729324,0,14.60674,102.882263,60.8624153,0,26.2037277,34.4056244,0,703.799194,20413.4961,11471.4912,13459.0928
DHB122,92.6774521,30.0959091,0,0,3.42737603,0,291.268524,0,5.63167095,13.8468809,660.84491,1006.26575,0.992864013,84.6716385,14.9920521,100.647514,0,0,0,0,0,12.2027216,0,0
