ID,Group1_R1DNO1_1_root,Group1_R1DNO1_2_root,group1_R2DNO1_1_root,Group1_R2DNO1_2_root,Group1_R3DNO1_1_root,Group1_R3DNO1_2_root,Group2_R3EIC1_1_root,Group2_R3EIC1_2_root,Group2_R1EIC1_1_root,Group2_R1EIC1_2_root,Group2_R2EIC1_1_root,Group2_R2EIC1_2_root,Group3_R1EIO1_1_root,Group3_R1EIO1_2_root,Group3_R2EIO1_1_root,Group3_R2EIO1_2_root,Group3_R3EIO1_1_root_bad,Group3_R3EIO1_2_root_bad,Group4_R3DNC1_1_root, Group4_R3DNC1_2_root,Group4_R1DNC1_1_root,Group4_R1DNC1_2_root, Group4_R2DNC1_1_root,Group4_R2DNC1_2_root
NEDC014,16108.7969,13648.4746,6979.34766,4787.37402,15748.2373,9972.66504,3787.81641,2009.8269,5352.25732,4842.42676,5789.37549,2617.17896,4643.59961,4907.23633,3839.55713,4135.43164,5073.67041,3722.2373,7810.65771,3972.21899,3312.82202,2143.57739,3383.37671,5233.10498
NEDC015,25855.748,27029.0508,24483.2891,14798.0293,40367.9258,41400.6875,14121.7295,9480.19336,17959.248,16061.0889,22560.3418,11720.4121,7398.60254,9834.97266,3475.51123,3481.08936,10398.374,7289.08789,6256.79443,2068.4519,9779.41699,7651.40283,4031.15747,2515.93164
NEDC016,8417.77051,9939.92383,20099.877,13327.5205,2813.40576,2800.58691,350.088654,337.701721,15508.4521,13404.7734,6443.69482,2836.71436,8373.49414,10954.3711,3017.29443,7545.52344,4301.42383,2919.2417,8776.39258,3087.94995,3663.77344,2248.78809,22600.3359,19445.082
NEDC017,9857.53613,17393.7988,29771.3691,21310.6113,12898.6816,13361.334,7741.99658,4302.37646,18362.3242,14708.6045,21109.8145,8721.44141,13309.3037,17876.6055,495.290497,2208.80029,3820.50928,2642.22266,11013.2979,1576.16113,4822.98779,2954.28662,50.6844673,211.697968
NEDC018,6755.60303,9606.80371,582.906189,280.283813,2550.00024,4027.10254,8661.56348,7114.59863,9284.37012,8652.62695,1716.92676,829.735168,4441.24902,5027.93652,9430.80273,14350.459,2637.82617,1957.25854,1725.79358,1136.89587,1345.02136,511.174774,136.980362,398.704834
NEDC019,7405.92822,9838.63965,7253.43359,3096.06152,8122.02148,14053.6143,1582.39331,1259.18677,2722.0415,2428.6897,24872.9141,10912.0957,1409.13879,1928.25684,1024.80115,999.428589,1548.20435,959.934509,1001.50922,385.788757,1966.50659,1669.76929,4748.82959,3320.88623
NEDC020,2488.74219,4734.55713,8.38958836,17.9161491,1858.50916,4422.62939,21059.3613,16311.3447,14734.709,14458.3564,5237.37256,3556.1731,7065.479,5524.4873,24372.9609,28075.248,4065.22998,4072.5813,19425.1992,11848.0615,11164.8271,9250.57617,22.513176,34.1458588
NEDC021,8886.44141,11026.292,18531.0957,12392.8604,10237.1318,13843.9531,5802.04346,4726.16992,16275.0664,16512.666,12564.9863,6669.71777,10565.2383,11104.2969,6777.78711,7401.854,8362.52246,7548.34814,15292.626,7420.33301,13208.1025,10969.4355,1882.53064,2261.92017
NEDC022,56.2870064,252.972534,3342.30859,2041.11096,4119.1377,4059.79443,372.352997,627.473206,529.043579,413.515808,676.9375,394.035339,731.639709,704.604492,52.281002,376.971558,196.466919,157.380173,1781.53784,1727.64539,519.336792,289.35849,10866.4385,9920.67578
NEDC023,8071.52393,11418.834,3360.28979,1152.13623,3065.66602,2579.17017,16.8924828,36.0832596,3450.896,2907.8374,16572.8887,6706.91113,64.1053162,504.318146,38.2538185,23.52141,313.194733,145.884201,11696.7246,7315.05322,5490.32324,4481.08105,53.3873405,0
NEDC024,8366.65039,10714.4053,24860.0234,17467.6816,4894.82031,5494.14893,502.31189,627.034058,10491.0879,9179.2959,5669.96289,2843.58057,4223.98682,7029.38965,1570.45972,2933.55103,1839.52234,1604.9856,6059.47266,2523.26343,3537.23804,2482.05518,23726.5059,19632.5195
NEDC025,1392.52026,2877.82666,5517.16064,4417.89844,10245.8643,8732.72363,1041.79639,1876.11267,3224.46069,2785.31494,2827.27393,2113.23535,2733.7793,3371.26807,1274.57959,2324.29883,1487.47693,1348.40161,4413.05029,2543.05396,2324.29883,1360.17163,24452.2207,19506.2148
NEDC026,14411.8604,17544.1016,13569.5654,9778.4082,17479.8965,17789.9766,9331.72461,6432.32959,8882.47559,8188.09277,8225.60352,4850.15674,10251.2646,11562.0625,9228.11621,10620.2461,5711.55859,4755.94336,2610.67383,2657.83838,2315.69824,1668.08484,23912.2227,18588.4844
NEDC027,823.989563,2526.12207,7312.50342,5329.29443,1118.96326,1098.75989,129.200165,499.838654,4110.79541,3753.94067,2372.40942,1005.68958,3185.80396,3512.48438,1392.40149,3322.6311,941.265015,878.567505,2196.91504,977.373474,1410.83325,998.108032,10599.2979,8933.21094
NEDC028,0,45.4881287,101.322113,5.90863466,6.70776892,6.26973104,2067.10889,1539.60217,38064.6016,29451.709,50.0511284,0,4114.99365,5995.2583,1014.93585,2375.1001,4033.3186,1926.04858,20.7470665,16.3458614,879.139404,9.86646748,0,0
NEDC029,6783.79053,10680.6953,18154.2734,12680.8955,9406.98535,8541.21289,1210.86169,1084.60291,35831.8008,31328.6836,7480.3916,3913.31299,17307.791,20140.7402,9190.74414,16771.2324,9899.50098,7340.12793,14676.6406,7152.95947,7282.41797,5300.03027,48948.4688,35989.2656
NEDC030,887.776855,1288.47693,667.902161,117.976578,1213.93726,316.492889,198.301971,254.373032,101.699631,0,448.666046,515.084412,101.183594,59.9209404,0,48.1482353,32.3430061,6.07559252,955.845764,1613.05835,536.334045,257.758972,42.1067848,54.6441536
NEDC031,880.111572,2188.0354,12456.0283,9444.18945,5336.98145,6171.39795,6519.26367,3405.72192,19150.8613,15766.9697,10870.1357,8131.96143,21817.0449,21954.0645,10009.5186,9725.40039,6714.66064,4897.62988,9692.94531,9602.56543,15327.8828,11360.7969,7956.4043,6281.2749
NEDC032,170.660995,568.089783,9998.50293,6942.83887,960.619385,1713.86023,1379.50769,721.576416,5466.9165,4134.74316,5959.59473,3467.79712,6281.40283,6245.42383,2554.27002,2449.26978,1220.32629,872.392822,3983.38477,2890.07642,5350.84229,3865.71509,915.399048,793.244934
NEDC033,24255.7734,24426.6641,23658.4824,12565.3457,15893.7422,26234.5039,27825.0703,20514.2129,45245.6992,42372.1992,30092.1289,14966.2373,10654.9258,14073.4941,5317.11279,7252.28564,21993.3535,13857.7793,4690.9248,1121.9353,9091.25684,7563.69922,377.615204,286.222473
NEDC034,615.639526,1582.4137,46.8073769,0,6817.73828,7446.56543,692.821716,563.036377,2422.24512,2222.48901,103.377075,69.6113663,4760.75635,3790.53516,1739.34644,2814.61353,452.855042,402.129974,649.003723,505.288208,118.601585,61.8047791,102.19207,113.741798
NEDC035,49151.5391,61522.957,28824.4141,18512.3145,34864.7617,68912.8203,13599.168,10878.0186,19340.375,18570.8027,117730.406,63780.957,11066.5596,11831.0703,14636.0723,11233.4043,12640.9111,10782.5215,7599.29541,4230.74023,12163.3662,10479.8047,4035.7334,3209.81445
NEDC036,3761.97583,6437.68994,12146.207,8312.12891,3350.15356,3365.14526,329.957153,519.093628,7059.44336,6280.58154,4860.76758,2456.26733,5057.51123,5361.15088,1664.98804,4358.01514,2355.22144,1880.97693,6840.74805,4054.58325,3014.58472,2157.86548,12748.8096,10940.29
NEDC037,343.086517,987.771606,4871.97217,3126.76343,5492.18213,5315.24756,367.608765,754.653015,778.083923,956.575073,1787.29834,1024.97668,985.042114,1075.39075,334.89035,855.031067,334.782623,270.973206,3000.59375,2582.25879,1088.1488,664.130798,15786.957,13621.8584
NEDC038,4071.25464,5749.86719,11152.793,7746.47217,1446.70068,1216.61792,161.657196,226.371933,8581.30273,7202.40527,3411.40405,1384.02551,4384.22266,5829.37305,1958.00134,4555.13916,1861.07458,1346.39441,5106.49512,2426.70288,2244.01489,1597.9469,15569.7637,13385.0078
NEDC039,1509.05566,3945.68726,9248.28027,6411.55566,5997.59277,5369.18408,502.009552,732.367859,5671.55078,5385.01025,3870.76733,1949.59631,3960.34277,4807.34521,1955.04883,3584.98901,1800.89514,1364.36914,3871.96655,2978.4231,2106.75903,1419.79456,20015.0273,16525.4043
NEDC040,6649.84619,8964.33594,11631.0859,7925.82813,10208.5762,11356.6074,5961.60498,4003.40137,8369.19141,8060.56543,8436.65332,4035.98071,5767.05371,6444.56348,5832.03076,6899.71875,4448.83398,4223.74561,4521.51953,2195.76392,5335.28809,4553.10596,138.133408,206.357651
NEDC041,136.404968,617.222595,793.873718,713.809143,16746.0039,15824.8086,332.695587,500.404388,2778.32153,2498.73853,330.224823,236.791519,1447.36511,1345.35132,372.35144,977.180969,645.717224,887.513489,1176.203,963.444214,321.715088,210.974854,32609.3008,22994.5313
NEDC042,4301.96143,6731.52734,12031.124,9019.70313,944.391296,1097.10315,220.963959,284.526794,7827.0332,7196.93213,3487.43237,1557.5968,5283.37842,6573.9209,3749.85376,7255.44385,2343.25928,1794.26343,3197.11792,1505.19873,2109.36987,1535.5752,13571.8604,9760.11133
NEDC043,0,25.5100384,0,6.09678698,118.183273,87.5554428,1568.45801,946.208801,14908.8643,14537.9121,0,0,2853.63208,3166.32739,7801.51904,10033.5693,2384.35498,2205.45923,0,0,3.13993526,2.4017427,488.579712,422.99762
NEDC044,25.3282547,172.042068,507.687988,476.247589,1775.29553,1497.12036,102.906021,157.73201,1774.51611,1686.2738,77.8034973,11.8919487,960.468201,1071.65381,404.75766,1004.75665,387.30307,310.536224,311.907837,221.874405,238.531052,128.718246,16170.7207,10913.3057
NEDC045,81.48246,323.708954,2385.39307,1342.94897,1689.04456,1548.74841,275.349792,427.405823,243.781357,152.28537,557.475586,436.829956,202.55368,135.840714,95.8577499,153.38121,92.9647446,107.35218,1712.54077,1600.29419,668.984009,385.360535,7622.97021,6875.65283
NEDC046,24.7628117,116.330971,279.792511,236.923843,3850.91772,3529.51538,278.49939,510.90155,0,0,28.1554413,117.0718,143.099533,54.9804726,9.94546413,29.142746,58.3494148,37.2899513,501.311615,946.959229,135.954468,96.9322739,10377.0371,9240.02344
NEDC047,1514595.38,1435650.13,1176195.88,749803.938,866490.75,1521807.88,565123.563,444951.25,741547.875,704351.688,1293200.5,642713.313,233846.188,336423.188,105705.406,146279.25,367300.281,235839.469,292321.688,67684.9375,600323.563,492197.969,16567.5547,20194.9453
NEDC048,262.448761,671.07196,3957.25391,2866.57227,6758.90967,6122.51074,264.970062,416.498535,1282.8739,918.99408,1065.14343,599.123108,996.768005,1021.20428,229.726501,961.494385,426.464325,261.518585,1830.14722,1694.96667,702.931702,467.991119,16586.4727,14466.6357
NEDC049,18941.4707,24250.1719,18749.2969,12901.7832,40224.9258,66214.7813,1427.42578,836.207825,10014.3486,9409.92773,37030.3555,19886.2598,6351.62744,7606.69385,5313.93604,4263.25049,4454.23193,3883.0271,11662.3428,7037.60254,19429.3086,14749.3691,928.619507,525.442627
NEDC050,18476.2207,22279.998,12417.3506,9957.9248,15340.6016,16107.4717,10188.1807,7514.23877,9545.45898,8826.69824,10782.166,5757.73438,6743.2334,7689.85742,9564.62695,10656.4141,8071.93945,6439.74023,7372.22217,5941.31934,5664.74316,4200.57324,13825.4531,11648.5508
NEDC051,6808.27881,9760.21484,14084.0967,10181.6133,3974.35718,3589.69751,417.986359,603.408691,10147.8916,8824.94336,6200.28955,3179.92725,6264.57666,7795.73877,2202.56177,5317.95557,3336.33154,2290.26221,5669.73193,3183.28638,2733.10327,1958.70129,22409.3652,18413.4043
NEDC052,792.413513,1662.9906,2932.15137,2451.07202,3897.26416,3758.38208,206.416763,278.756927,3615.62427,3279.85327,1469.29077,722.034912,1653.76221,2233.15039,533.635132,1450.4751,750.223755,465.695648,1942.5863,1167.91211,788.433655,738.157166,15094.3711,11745.2393
NEDC053,77467.5547,84615.7109,62950.3555,41355.5742,60667.3789,47474.1172,20029.1523,15037.8779,28056.1914,27406.543,55607.3633,29253.1484,16440.9844,21683.6309,24677.1719,31705.1445,20842.0293,16600.1621,11442.0576,10847.4707,21836.5469,16978.9414,35624.1211,25216.5586
NEDC054,4684.93896,6238.20459,8521.89844,5440.00635,595.545593,449.681549,23.7206535,73.7312088,7416.62598,6716.35938,2984.39087,1056.24597,3628.52173,5514.0542,2224.28833,5292.02832,2210.61011,1426.35291,3905.74365,1601.24829,1663.09802,1294.26074,10445.7998,6972.89551
NEDC055,8.5039463,60.3313141,0,4.14081144,5265.23096,5654.54102,35.749588,86.4205933,0,0,0,16.6587734,36.0263939,6.72241592,0,15.6679602,15.4965677,18.9524632,84.0152283,112.192139,11.603425,16.9492912,11033.459,8711.98633
NEDC056,5614.94385,8696.54688,8717.43848,9105.10938,6362.65723,10240.2002,7205.59814,5871.76953,15672.5664,16639.75,7211.73535,5546.69971,10939.7002,9023.62988,8327.7373,8063.00977,9000.8125,10078.6875,11453.1875,5347.85547,9847.62988,8527.4873,199.207245,507.16745
NEDC057,2951.59229,4279.70166,6016.19824,4047.95728,2098.93286,1951.86499,391.938629,252.897995,25606.0723,22576.2402,2082.50244,824.0755,9171.42578,11996.7656,3287.27466,6528.15771,5435.84521,3604.25879,3030.59131,1534.38916,2431.60693,1879.32654,20818.7754,13953.6484
NEDC058,0,30.7614441,1265.28662,693.796875,624.622925,698.79895,210.93367,329.747955,28.5371819,0,360.832489,156.154373,80.307991,6.6162982,18.5542202,24.3938618,17.4029217,10.6588869,875.396606,946.376404,296.746246,153.372757,3661.25269,3586.23584
NEDC059,709.424561,334.496002,415.065613,274.182678,834.391113,1559.66357,1624.86499,1153.38904,8020.63379,7674.82373,1594.62903,971.837097,6290.60693,9172.4873,4020.36646,6724.37939,1648.75342,975.176331,552.777222,126.663025,846.968689,667.358459,67.9257813,0
NEDC060,94.8173599,164.753174,1857.69434,1190.354,2351.75854,2466.56592,299.384552,480.540924,107.488342,340.233124,477.831055,482.950378,355.378845,465.509979,221.019531,297.650391,146.728241,353.202362,1469.93567,1263.19629,567.0271,411.075195,8492.17676,8061.24463
NEDC061,28.3096085,100.082787,166.383224,215.778687,7540.17383,7305.12842,353.398254,483.739685,36.6737595,29.6152058,29.4763756,56.0936546,4.78638029,0,28.6084538,0,70.6592636,273.565155,473.916199,864.353516,82.2380676,48.7231445,14461.6201,11842.3828
NEDC062,9689.43164,12366.8965,8720.77637,6146.33887,4247.896,7798.62793,1990.58301,1364.30176,7971.97705,8082.26221,9078.78711,4185.94238,6095.33203,7591.18408,6231.48926,7527.61816,2896.35278,1860.59167,5506.37549,4251.33154,3635.84961,3119.5,585.22937,615.38916
NEDC063,254.975464,565.202515,2708.50488,1757.28943,1656.07556,1522.53613,119.60817,180.691772,1876.20496,1718.28699,764.338074,299.791168,1095.87659,1338.37427,389.601074,1160.35144,366.945862,291.684326,869.172668,557.884155,433.468048,344.715393,8347.61816,6777.7583
NEDC064,0,11.2024441,0,0,253.770996,307.362549,46.2135925,64.1390305,0,0,14.1015196,1.76265931,0.067626156,0,0,0,7.97112942,178.886261,45.8982124,86.9129333,28.4110622,0,1955.01624,2011.70447
NEDC065,54.6816673,222.967758,1012.86804,638.945984,4546.25244,4219.16113,157.205231,202.658768,494.445221,614.718262,234.045425,154.540955,456.059143,379.084137,25.5592556,563.754822,72.3617401,167.068115,1122.401,748.254944,373.504272,277.730255,14497.8779,11543.2891
NEDC066,1460.93896,2275.54175,4794.68262,3375.41357,438.398132,443.569,129.932571,200.735809,2548.80566,2830.97876,1093.11072,487.809875,1885.81909,2460.16089,704.399597,2654.39868,692.345825,596.494812,927.0849,385.961975,749.453735,559.486084,8532.78906,6131.02002
NEDC067,62499.7813,65077.5195,41527.7578,26213.4297,29219.4336,53568.4336,41.5264206,46.2013168,4814.68311,4979.66309,34855.4023,16079.4805,3154.1665,4356.14307,3278.28247,5044.33887,1993.49255,1313.50378,33208.6719,15657.085,40799.0547,34006.793,142.397705,339.105957
NEDC068,1102.34094,2131.89429,3833.49365,2800.91968,2463.94214,2210.67944,145.701065,174.549088,4687.77002,4397.90771,1612.01697,664.106873,2203.28979,2788.56665,1019.32233,2891.4624,1187.94531,889.666748,2769.9541,1227.24268,1530.65149,1220.62708,12988.7471,9890.69141
NEDC069,11567.4355,13395.9248,7355.26172,5059.05127,10964.417,10929.0098,4782.28564,3215.68213,6088.74268,6112.47607,7715.54492,4100.0415,4479.82764,5309.70801,9062.95801,10154.6367,2605.63159,2579.41235,962.161011,506.783539,2664.88501,2077.61426,274.350189,284.200134
NEDC070,146.510193,273.321503,182.521866,136.428802,5834.77197,5698.46631,83.2562714,128.421844,457.485565,318.724854,67.6508636,109.36039,211.685425,284.336029,152.427933,426.077637,124.713127,118.769791,259.419769,284.588409,64.9879074,48.8035278,25735.377,18799.2969
NEDC071,23.1686821,0,85.7638092,37.4198608,401.515869,551.726868,159.103043,316.633575,0,0,0,14.2180071,0,0,22.6478443,8.98311996,0,5.28151131,69.9711533,238.780121,46.7752304,5.60743761,3139.73901,3022.60693
NEDC072,0,19.0892982,0,0,6824.84033,7227.64307,90.6124725,88.901741,138.392212,181.813965,373.496429,744.676025,249.575989,324.668549,0,16.4009972,62.0611839,14.4401474,31.918539,18.4536877,0,0,88.7259064,32.1349068
NEDC073,100489.297,131815.203,167443.719,173544.984,96434.6172,131156.719,105538.227,80621.5,176873.766,186404.875,116784.938,82510.2031,107166.68,92919.6484,117230.484,112702.133,101043.43,112208.664,129253.906,59087.8828,149639.781,133444.234,8387.15918,10972.418
NEDC074,100483.383,131815.203,167443.719,173544.984,96434.6172,131156.719,105538.227,80621.5,176873.766,186404.875,116784.938,82510.2031,107164.578,92919.6484,117230.484,112702.133,101043.43,112205.984,129251.516,59087.8828,149639.781,133444.234,8387.15918,10972.418
NEDC075,3995.52759,5763.28027,3713.79028,4079.36865,71293.7813,43613.2383,4276.68311,2414.50635,26058.3477,21043.8574,15314.5,11429.0127,366.569763,309.161346,0,6.83317566,0,27.9704666,18326.1035,16894.0996,11010.4463,7593.17725,7158.64648,10624.8721
NEDC076,78.9865417,124.559479,1116.80017,751.295898,3996.38794,3667.06665,177.151001,263.992249,219.328918,89.9405136,147.349289,212.417007,76.1611481,18.4413643,11.8249731,102.955811,31.1073132,42.9045525,750.985168,766.62323,195.837189,157.525208,11415.0244,9609.48828
NEDC077,75.9827118,284.433777,822.992798,743.680115,2110.29639,1984.56567,104.397583,158.534882,539.03894,748.045349,169.032593,82.6676941,623.470886,762.77301,94.4598846,801.860046,183.765915,205.643448,433.471985,476.633789,259.964661,167.335754,13487.2383,10606.8496
NEDC078,8140.4668,10446.4395,14383.8418,10622.959,6311.85205,7762.45459,1879.13464,1441.88745,11325.8711,10651.7051,11135.6055,6313.83301,9271.57324,10899.2012,8226.68652,9067.51855,4994.68555,4625.99902,8928.48926,5037.41309,9005.23535,6840.35205,1088.19409,1326.63379
NEDC079,871.50592,2046.95813,3345.80103,2401.39819,635.962402,600.84137,121.031792,136.215958,2175.65356,2323.21631,795.113525,359.26001,1372.92078,1819.31494,569.110718,1995.37292,535.914063,383.01767,739.867004,294.382935,609.971313,502.085327,9583.25586,6880.51709
NEDC080,82.1903381,133.084976,2514.5332,1553.12451,459.64978,422.019745,128.879822,249.350494,0,0,1205.65955,596.575806,0,27.2649231,0,8.79581928,8.9351244,0,1489.5459,1322.07495,550.19928,310.216827,2900.82715,3591.29956
NEDC081,0,32.0100479,6.99974394,6.812428,16.0091515,33.8280334,35.6800346,895.453735,0,0,27.1082115,9.90776157,4.75042152,23.7873878,34.4281654,24.5793228,9.59435368,6.83115959,5.11659956,3.85334396,14.7500515,0,23.4265499,9.93844891
NEDC082,30.1633987,35.1703262,859.087524,610.838135,1106.65198,1227.92883,197.081161,385.666199,0,0,309.132629,293.547729,9.65906143,27.9443722,0,0,10.7100554,32.4039688,975.242859,1086.69666,246.105606,157.870926,5376.93555,5983.92773
NEDC083,1346.2572,2154.74023,5945.9458,3791.62842,1175.93445,1130.64685,0,71.9260864,76.5275955,45.0192795,3577.71484,1823.05786,0,14.2947283,0,16.1267681,0,0,4184.24512,2509.61621,1638.88245,1021.73254,3052.39038,3323.27783
NEDC084,0,0,805.78064,403.568665,2464.7124,1926.35193,127.462418,201.285263,23.1092796,0,174.825378,134.014816,0,0,0,0,38.2285194,0,975.7677,914.237549,204.752533,68.465065,8319.3584,7442.54053
NEDC085,122.817406,501.703339,2059.54443,1200.99585,1918.55139,1941.02856,107.207413,135.930954,106.696396,178.641861,686.567688,271.952728,40.2803688,133.035095,87.5863953,210.126465,33.3691254,33.3814087,1133.98926,821.741089,432.780884,314.830688,7088.81641,5826.17969
NEDC086,28.7899647,55.2692642,47.9769592,48.1443863,3158.9126,2927.90405,51.953392,88.3576889,35.8605118,0,0,21.6529713,12.2660437,0,0,62.7351379,0,0,97.4159012,55.3058701,27.970686,16.9704819,8390.70313,6504.73389
NEDC087,10343.3574,11508.7539,11369.6055,8235.22266,5767.05127,12085.9111,1807.57019,1046.18652,12513.4287,12274.5566,6548.1084,3381.98438,3872.99707,5000.52197,5095.92432,6397.44922,2000.49585,1654.09497,4139.30176,1436.32471,6633.20605,5517.57861,905.143555,538.9375
NEDC088,16.3184147,122.952667,74.6530533,58.1604958,594.765137,667.150146,156.652725,312.295929,0,0,0,48.2587852,0,8.04195499,0,0,21.7507725,16.6738377,239.971664,310.161682,93.0055237,32.6218147,2690.17627,3311.55054
NEDC089,542.967834,1005.18396,1674.53442,1142.76172,943.024536,952.184753,1130.81653,699.919983,9146.73242,8324.41309,1002.05438,505.041138,4305.5249,5837.68555,3246.07983,5493.30469,2502.9231,1524.94995,925.804382,384.524689,667.627869,540.584167,9151.28223,6575.54932
NEDC090,3031.22021,5979.0791,15346.6865,11897.2314,4543.25732,6012.99268,4370.26807,2618.14795,8204.39551,7002.93115,13829.123,6107.15918,6693.5752,9035.62402,270.054962,907.923889,1482.51282,1143.11743,8272.92969,1564.10986,3965.40039,2836.70947,151.419617,726.202454
NEDC091,591.291687,1359.10815,5896.95361,3867.28101,1906.87219,1759.8938,89.4127579,247.89537,48.3017464,32.1929512,2315.79077,1309.40198,57.7680359,8.37691212,0,73.9276505,19.17346,12.3739777,4121.31982,2483.35303,1178.04419,710.227722,6666.34766,7054.71826
NEDC092,38.3769417,98.4050598,1336.09204,623.752686,1672.83105,1887.41089,191.371124,310.660767,23.0993404,49.4260826,507.822723,379.738007,29.1857948,94.3279572,0,60.3758507,10.9977703,0,876.078003,895.493591,392.675812,250.317902,6170.58154,5607.28516
NEDC093,1118.63696,2320.99414,5173.97998,3425.94824,1239.34375,1300.98425,55.6586533,152.459961,45.5110893,27.2316227,2991.45435,1841.1239,42.8410797,46.6445427,0,29.4445019,13.078002,13.6056824,3352.72607,1827.00671,1141.65979,652.152039,5087.33984,4800.2583
NEDC094,8.50127316,69.0555115,0,0,58.8829002,26.2490692,115.482857,70.0416183,78.8064728,157.32901,817.320618,620.968811,222.080826,408.097809,76.8915024,61.4023666,47.7402077,25.3171024,9.33476257,0,211.63887,174.918579,59.0761147,36.5865936
NEDC095,18348.2227,38578.7578,41878.0195,31137.2578,7545.38428,24772.5723,17129.375,13795.9121,13053.1699,12072.958,21902.2344,13086.8037,11072.835,9467.3916,9356.44238,7458.48486,18971.1992,16627.1934,6892.84375,4688.42773,11171.9189,10064.8389,0,0
NEDC096,35.4900513,54.1404533,2168.16846,1438.28088,997.759216,1086.3877,141.004929,316.090485,0,0,869.606323,612.357056,0,22.7311611,0,0,7.53036261,28.9717045,1546.55981,1325.48645,485.046631,254.476929,3992.68848,4952.01172
NEDC097,35.4900513,70.4006577,2136.55347,1449.97839,1007.04034,1089.11804,139.367706,557.955566,7.01265621,5.26903296,869.606323,609.387756,29.4372997,24.9573097,10.5799656,24.0795898,7.53036261,28.9717045,1560.30798,1329.74634,566.092773,265.779022,3998.94702,4960.98389
NEDC098,12.7224312,91.9344635,683.232727,301.741882,1907.22986,2221.07739,175.467545,325.952087,0,25.8366184,486.956909,497.273651,0,12.5229959,0,0,19.8346939,17.8578701,996.319275,1247.85315,387.620178,130.202606,5919.01611,6395.27979
NEDC099,785.188965,1481.87268,8050.39746,5409.10889,1656.97534,1864.66858,58.0548439,152.532669,112.957016,72.2190399,3048.47729,1626.81543,209.19548,186.983032,0,59.4882469,31.3789616,74.3251648,4545.27246,2632.51221,1624.12561,973.876648,6289.0332,5858.68164
NEDC100,1188.6521,2497.04443,7932.43994,5139.78955,2103.94263,5639.91553,2143.08594,1428.89099,4772.40771,5424.11035,4264.13867,2159.83643,3292.59106,3353.43262,2324.6145,2219.06543,2559.64722,2848.26099,5897.15234,3584.74536,5981.52588,5097.79248,0,0
NEDC101,5920.40234,9965.60059,19007.041,12611.084,7378.66992,8404.20801,5704.77393,3259.20337,10794.4736,8328.58301,13746.2441,5418.87695,9220.94727,11606.7373,1003.6864,1626.22827,2773.22437,1874.021,7893.56689,1302.49756,3840.19702,2401.12061,52.396122,0
NEDC102,1100.09302,1910.29578,4976.78564,3866.31348,2830.89624,3512.3501,172.71312,260.112976,250.672989,411.571381,2641.89404,1615.21765,158.592331,170.936874,232.389664,432.388031,70.4482956,59.3202553,3779.16455,2776.56323,2470.03418,1825.95361,7602.25879,7508.20264
NEDC103,543.610596,1092.50586,3950.96436,2436.20361,2507.38062,2920.63354,32.6407776,111.855324,110.184853,29.0376396,1839.32214,1001.71722,50.8049812,37.3280602,16.5272312,85.6450424,25.0800419,22.2027969,2378.13379,2043.2428,568.749939,415.000671,7627.46533,7528.20117
NEDC104,269.105133,549.528137,1844.92432,1209.79651,259.882202,453.849823,0,52.0513992,322.353638,117.413437,752.430847,405.004272,154.307114,134.585983,23.6648617,176.335449,8.5844326,19.6561718,991.945068,702.168945,405.698944,273.895294,1218.16882,1734.65784
NEDC105,7447.54834,11341.1777,20576.127,15669.4092,6738.30127,10579.0781,3115.42358,2146.81787,18401.5918,17074.1895,18203.457,9370.0293,8177.8374,11548.0234,905.138855,2528.06396,1842.05737,1238.58252,11629.5781,2166.59424,5347.01611,4259.37109,307.041321,1207.38171
NEDC106,7447.54834,11356.4609,20576.127,15697.6865,7074.30518,10725.2744,3172.46265,2285.57178,18401.5918,17074.1895,18203.457,9370.0293,8177.8374,11548.0234,922.447937,2530.36499,1842.05737,1238.58252,11663.5234,2236.00659,5387.98828,4266.52881,4933.17969,5287.24316
NEDC107,31.8858433,24.9922543,45.7528992,94.8427811,414.034058,298.381378,72.3332138,158.75148,0,0,62.1193314,74.177536,0.565091729,26.1213665,23.1596069,112.475838,0,7.27257061,50.9369698,69.4123001,87.8711929,58.5147934,4636.41211,4097.37402
NEDC108,377.400482,1072.08704,3557.74805,2377.06738,1442.50317,1493.76477,100.408905,114.861572,21.4501629,97.6898346,1092.45129,662.916687,102.372925,121.429024,537.960571,657.844849,40.4120255,35.9464836,2458.97095,1776.49304,965.533447,729.77124,6232.13574,5148.14063
NEDC109,0,27.6134491,592.641357,363.16452,564.728271,684.721252,187.3629,368.773041,0,0,313.627106,520.91333,81.2662964,17.6038055,0,0,21.7792778,13.2513819,667.568176,919.789001,324.751923,150.315262,2502.69922,3795.3208
NEDC110,61.4041138,155.362885,30.5677166,48.0609818,635.315857,933.640442,194.781021,439.283539,77.805954,322.265686,16.4687309,290.436371,454.35791,715.111572,170.237061,99.1275101,123.33979,543.193665,762.370728,472.45517,164.567474,511.732971,2774.88354,3471.59277
NEDC111,151.823593,273.132629,1875.31763,1266.03076,475.230621,446.904907,62.3987122,198.270157,149.366623,102.346504,722.302124,316.20343,212.49379,105.995399,0,91.7804108,22.4670258,89.0498123,1062.82068,951.541443,404.24646,309.878876,2967.9314,3927.12915
