id	molecularFormula	adduct	precursorFormula	NPC.pathway	NPC.pathway.Probability	NPC.superclass	NPC.superclass.Probability	NPC.class	NPC.class.Probability	ClassyFire.most.specific.class	ClassyFire.most.specific.class.Probability	ClassyFire.level.5	ClassyFire.level.5.Probability	ClassyFire.subclass	ClassyFire.subclass.Probability	ClassyFire.class	ClassyFire.class.Probability	ClassyFire.superclass	ClassyFire.superclass.probability	ClassyFire.all.classifications	compoundID
1_Hneg_rhizo_FT_117.01873_4.508_hneg	C4H6O4	[M - H]-	C4H6O4	Fatty acids	0.658488691	Fatty Acids and Conjugates	0.766212225	Dicarboxylic acids	0.705021441	Dicarboxylic acids and derivatives	0.501351416			Dicarboxylic acids and derivatives	0.501351416	Carboxylic acids and derivatives	0.990910828	Organic acids and derivatives	0.996360719	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_117.01873_4.508_hneg
2_Hneg_rhizo_FT_161.04483_4.366_hneg	C6H10O5	[M - H]-	C6H10O5	Carbohydrates	0.521883249	Phenolic acids (C6-C1)	0.508589089	Monosaccharides	0.463360608	Secondary alcohols	0.909673512	Secondary alcohols	0.909673512	Alcohols and polyols	0.979206681	Organooxygen compounds	0.999887109	Organic oxygen compounds	0.999726117	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_161.04483_4.366_hneg
4_Hneg_rhizo_FT_149.05995_1.14_hneg	C9H10O2	[M - H]-	C9H10O2	Shikimates and Phenylpropanoids	0.852303147	Phenolic acids (C6-C1)	0.651014864	Simple phenolic acids	0.632346332	Benzene and substituted derivatives	0.998725474					Benzene and substituted derivatives	0.998725474	Benzenoids	0.999856353	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_149.05995_1.14_hneg
5_Hneg_rhizo_FT_149.06001_1.418_hneg	C9H10O2	[M - H]-	C9H10O2	Shikimates and Phenylpropanoids	0.852303147	Phenolic acids (C6-C1)	0.651014864	Simple phenolic acids	0.632346332	Benzene and substituted derivatives	0.998725474					Benzene and substituted derivatives	0.998725474	Benzenoids	0.999856353	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_149.06001_1.418_hneg
6_Hneg_rhizo_FT_149.06001_1.547_hneg	C9H10O2	[M - H]-	C9H10O2	Shikimates and Phenylpropanoids	0.852304041	Phenolic acids (C6-C1)	0.651019812	Simple phenolic acids	0.632350445	Benzene and substituted derivatives	0.998725474					Benzene and substituted derivatives	0.998725474	Benzenoids	0.999856353	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_149.06001_1.547_hneg
7_Hneg_rhizo_FT_285.20686_1.027_hneg	C16H30O4	[M - H]-	C16H30O4	Polyketides	0.503931224	Aromatic polyketides	0.550329804	Carbocyclic fatty acids	0.413957477	Benzene and substituted derivatives	0.993314922					Benzene and substituted derivatives	0.993314922	Benzenoids	0.935749948	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_285.20686_1.027_hneg
8_Hneg_rhizo_FT_158.04505_4.539_hneg	C6H9NO4	[M - H]-	C6H9NO4	Amino acids and Peptides	0.823427677	Small peptides	0.896878719	Aminoacids	0.803981125	Alpha amino acids	0.539114177	Amino acids and derivatives	0.977292657	"Amino acids, peptides, and analogues"	0.977578759	Carboxylic acids and derivatives	0.999732316	Organic acids and derivatives	0.999971986	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acids; Pyrrolidine carboxylic acids; Organic oxides; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_158.04505_4.539_hneg
9_Hneg_rhizo_FT_242.07806_5.765_hneg	C9H13N3O5	[M - H]-	C9H13N3O5	Carbohydrates	0.95756048	Nucleosides	0.922252715	Pyrimidine nucleos(t)ides	0.906008244	Pyrimidine nucleosides	0.967815757					Pyrimidine nucleosides	0.967815757	"Nucleosides, nucleotides, and analogues"	0.970424235	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Pyrimidine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Amines; Primary amines; Tetrahydrofurans; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_242.07806_5.765_hneg
10_Hneg_rhizo_FT_242.0701_3.464_hneg	C9H14N3O3P	[M - H]-	C9H14N3O3P	Carbohydrates	0.544342458	Nucleosides	0.492767811	Pyrimidine nucleos(t)ides	0.46382606	Aminopyrimidines and derivatives	0.975333095	Aminopyrimidines and derivatives	0.975333095	Pyrimidines and pyrimidine derivatives	0.962799788	Diazines	0.955255091	Organoheterocyclic compounds	0.999769747	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Hydropyrimidines; Amines; Primary amines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_242.0701_3.464_hneg
11_Hneg_rhizo_FT_227.06697_2.112_hneg	C9H12N2O5	[M - H]-	C9H12N2O5	Carbohydrates	0.956360161	Nucleosides	0.91783601	Pyrimidine nucleos(t)ides	0.904697835	Pyrimidine 2'-deoxyribonucleosides	0.977834702			Pyrimidine 2'-deoxyribonucleosides	0.977834702	Pyrimidine nucleosides	0.939406395	"Nucleosides, nucleotides, and analogues"	0.958255827	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Pyrimidine nucleosides; Ureas; Diazines; Secondary alcohols; Pyrimidine 2'-deoxyribonucleosides; Hydropyrimidines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_227.06697_2.112_hneg
12_Hneg_rhizo_FT_196.01056_1.247_hneg	C4H7NO8	[M - H]-	C4H7NO8	Carbohydrates	0.523160279	Small peptides	0.297891766	Aminoacids	0.295605034	Monosaccharides	0.623438835	Monosaccharides	0.623438835	Carbohydrates and carbohydrate conjugates	0.547088802	Organooxygen compounds	0.994522929	Organic oxygen compounds	0.99992311	"Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_196.01056_1.247_hneg
13_Hneg_rhizo_FT_196.01059_1.479_hneg	C4H7NO8	[M - H]-	C4H7NO8	Carbohydrates	0.5231601	Small peptides	0.297892123	Aminoacids	0.295605332	Monosaccharides	0.623438656	Monosaccharides	0.623438656	Carbohydrates and carbohydrate conjugates	0.547088563	Organooxygen compounds	0.994522929	Organic oxygen compounds	0.99992311	"Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_196.01059_1.479_hneg
14_Hneg_rhizo_FT_135.02915_4.476_hneg	C4H8O5	[M - H]-	C4H8O5	Carbohydrates	0.57516247	Saccharides	0.726433814	Hydroxy fatty acids	0.839396	Beta hydroxy acids and derivatives	0.873236299			Beta hydroxy acids and derivatives	0.873236299	Hydroxy acids and derivatives	0.95785284	Organic acids and derivatives	0.996184647	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_135.02915_4.476_hneg
15_Hneg_rhizo_FT_164.98552_6.721_hneg	C4H6O5S	[M - H]-	C4H6O5S	Fatty acids	0.607744992	Fatty Acids and Conjugates	0.708239734	Hydroxy fatty acids	0.495826691	Alpha hydroxy acids and derivatives	0.513192952			Alpha hydroxy acids and derivatives	0.513192952	Hydroxy acids and derivatives	0.658699095	Organic acids and derivatives	0.999520302	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Secondary alcohols; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_164.98552_6.721_hneg
16_Hneg_rhizo_FT_215.0728_4.321_hneg	C8H14N3O2S	[M - H]-	C8H14N3O2S	Carbohydrates	0.238135889	Small peptides	0.394503117	Aminoacids	0.460291028	Imidazoles	0.695519924			Imidazoles	0.695519924	Azoles	0.607244134	Organoheterocyclic compounds	0.556050241	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Imidazoles; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Azoles; Thioethers; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_215.0728_4.321_hneg
18_Hneg_rhizo_FT_282.08391_6.192_hneg	C10H13N5O5	[M - H]-	C10H13N5O5	Carbohydrates	0.872032285	Nucleosides	0.878117502	Purine nucleos(t)ides	0.89577353	Purine nucleosides	0.990477443					Purine nucleosides	0.990477443	"Nucleosides, nucleotides, and analogues"	0.986308038	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_282.08391_6.192_hneg
20_Hneg_rhizo_FT_267.07348_5.399_hneg	C10H12N4O5	[M - H]-	C10H12N4O5	Carbohydrates	0.967667639	Nucleosides	0.966727614	Purine nucleos(t)ides	0.96565038	Purine nucleosides	0.996642113					Purine nucleosides	0.996642113	"Nucleosides, nucleotides, and analogues"	0.994096398	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_267.07348_5.399_hneg
21_Hneg_rhizo_FT_160.06074_4.486_hneg	C6H11NO4	[M - H]-	C6H11NO4	Amino acids and Peptides	0.945645332	Small peptides	0.980946243	Dipeptides	0.999878883	N-acyl-alpha amino acids	0.958851933	Amino acids and derivatives	0.999992967	"Amino acids, peptides, and analogues"	0.999993801	Carboxylic acids and derivatives	1	Organic acids and derivatives	1	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_160.06074_4.486_hneg
22_Hneg_rhizo_FT_160.06078_4.5_hneg	C6H11NO4	[M - H]-	C6H11NO4	Amino acids and Peptides	0.945645332	Small peptides	0.980946243	Dipeptides	0.999878883	N-acyl-alpha amino acids	0.958851933	Amino acids and derivatives	0.999992967	"Amino acids, peptides, and analogues"	0.999993801	Carboxylic acids and derivatives	1	Organic acids and derivatives	1	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_160.06078_4.5_hneg
23_Hneg_rhizo_FT_101.06024_1.382_hneg	C5H10O2	[M - H]-	C5H10O2	Fatty acids	0.7712816	Fatty Acids and Conjugates	0.718272269	Branched fatty acids	0.501094401	Methyl-branched fatty acids	0.643067837	Branched fatty acids	0.676027179	Fatty acids and conjugates	0.677232325	Fatty Acyls	0.826524258	Lipids and lipid-like molecules	0.791422188	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_101.06024_1.382_hneg
24_Hneg_rhizo_FT_129.05506_1.189_hneg	C6H10O3	[M - H]-	C6H10O3	Fatty acids	0.870839059	Fatty Acids and Conjugates	0.856094122	Oxo fatty acids	0.694490373	Methyl-branched fatty acids	0.891410351	Branched fatty acids	0.84354651	Fatty acids and conjugates	0.853453159	Fatty Acyls	0.878213704	Lipids and lipid-like molecules	0.883815527	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Keto acids and derivatives; Alpha-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Short-chain keto acids and derivatives; Carbonyl compounds; Alpha-hydroxy ketones; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_129.05506_1.189_hneg
25_Hneg_rhizo_FT_129.05505_1.35_hneg	C6H10O3	[M - H]-	C6H10O3	Fatty acids	0.870839059	Fatty Acids and Conjugates	0.856094122	Oxo fatty acids	0.694490433	Methyl-branched fatty acids	0.89141041	Branched fatty acids	0.84354651	Fatty acids and conjugates	0.853453159	Fatty Acyls	0.878213704	Lipids and lipid-like molecules	0.883815527	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Keto acids and derivatives; Alpha-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Short-chain keto acids and derivatives; Carbonyl compounds; Alpha-hydroxy ketones; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_129.05505_1.35_hneg
26_Hneg_rhizo_FT_129.09137_1.352_hneg	C7H14O2	[M - H]-	C7H14O2	Fatty acids	0.771131217	Fatty Acids and Conjugates	0.906467021	Branched fatty acids	0.745608687	Methyl-branched fatty acids	0.891756773	Branched fatty acids	0.907727838	Fatty acids and conjugates	0.982079506	Fatty Acyls	0.968583822	Lipids and lipid-like molecules	0.966803074	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_129.09137_1.352_hneg
27_Hneg_rhizo_FT_308.09802_6.398_hneg	C10H21N4O3S2	[M - H]-	C10H21N4O3S2	Amino acids and Peptides	0.567255676	Small peptides	0.702246547	Imidazole alkaloids	0.609626055	Biotin and derivatives	0.554626226					Biotin and derivatives	0.554626226	Organoheterocyclic compounds	0.39751485	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Biotin and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Thioethers; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Sulfenyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_308.09802_6.398_hneg
28_Hneg_rhizo_FT_261.13422_6.626_hneg	C12H22O6	[M - H]-	C12H22O6	Fatty acids	0.645949602	Fatty Acids and Conjugates	0.764320612	Hydroxy fatty acids	0.711730361	Medium-chain fatty acids	0.540997446	Medium-chain fatty acids	0.540997446	Fatty acids and conjugates	0.857782185	Fatty Acyls	0.853839874	Lipids and lipid-like molecules	0.879720926	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_261.13422_6.626_hneg
29_Hneg_rhizo_FT_241.08275_1.936_hneg	C8H12N5O4	[M - H]-	C8H12N5O4	Carbohydrates	0.853901565	Nucleosides	0.854321361	Purine nucleos(t)ides	0.809797049	Purine 2'-deoxyribonucleosides	0.837935746			Purine 2'-deoxyribonucleosides	0.837935746	Purine nucleosides	0.834023952	"Nucleosides, nucleotides, and analogues"	0.849142671	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; 6-oxopurines; Secondary alcohols; Imidazopyrimidines; Purine 2'-deoxyribonucleosides; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_241.08275_1.936_hneg
30_Hneg_rhizo_FT_111.0194_1.796_hneg	C4H4N2O2	[M - H]-	C4H4N2O2	Alkaloids	0.897356153	Pseudoalkaloids	0.823147237	Purine alkaloids	0.193169996	Pyrimidones	0.992544949	Pyrimidones	0.992544949	Pyrimidines and pyrimidine derivatives	0.996647656	Diazines	0.998087168	Organoheterocyclic compounds	0.999999762	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Lactams; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Diazines; Hydropyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_111.0194_1.796_hneg
31_Hneg_rhizo_FT_151.0253_4.965_hneg	C4H8O6	[M - H]-	C4H8O6	Fatty acids	0.665207326	Fatty Acids and Conjugates	0.837169409	Hydroxy fatty acids	0.778459132	Beta hydroxy acids and derivatives	0.798321605			Beta hydroxy acids and derivatives	0.798321605	Hydroxy acids and derivatives	0.932140589	Organic acids and derivatives	0.997823596	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_151.0253_4.965_hneg
32_Hneg_rhizo_FT_151.02534_5.196_hneg	C4H8O6	[M - H]-	C4H8O6	Fatty acids	0.665215075	Fatty Acids and Conjugates	0.837177336	Hydroxy fatty acids	0.778466582	Beta hydroxy acids and derivatives	0.798324764			Beta hydroxy acids and derivatives	0.798324764	Hydroxy acids and derivatives	0.932143033	Organic acids and derivatives	0.997823834	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_151.02534_5.196_hneg
33_Hneg_rhizo_FT_343.21071_1.034_hneg	C14H28N6O4	[M - H]-	C14H28N6O4	Amino acids and Peptides	0.598948658	Small peptides	0.779216051	Tripeptides	0.612038016	N-acyl-alpha amino acids and derivatives	0.615806937	Amino acids and derivatives	0.970188498	"Amino acids, peptides, and analogues"	0.974805951	Carboxylic acids and derivatives	0.978533328	Organic acids and derivatives	0.991783857	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Oxirane carboxylic acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_343.21071_1.034_hneg
34_Hneg_rhizo_FT_115.07581_1.205_hneg	C6H12O2	[M - H]-	C6H12O2	Fatty acids	0.72998637	Fatty Acids and Conjugates	0.814443588	Branched fatty acids	0.678694069	Methyl-branched fatty acids	0.893093526	Branched fatty acids	0.881690323	Fatty acids and conjugates	0.925850153	Fatty Acyls	0.859138727	Lipids and lipid-like molecules	0.836852193	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_115.07581_1.205_hneg
