id	molecularFormula	adduct	precursorFormula	NPC.pathway	NPC.pathway.Probability	NPC.superclass	NPC.superclass.Probability	NPC.class	NPC.class.Probability	ClassyFire.most.specific.class	ClassyFire.most.specific.class.Probability	ClassyFire.level.5	ClassyFire.level.5.Probability	ClassyFire.subclass	ClassyFire.subclass.Probability	ClassyFire.class	ClassyFire.class.Probability	ClassyFire.superclass	ClassyFire.superclass.probability	ClassyFire.all.classifications	compoundID
526_Hpos_rhizo_FT_232.11707_7.3_hpos	C10H17NO5	[M + H]+	C10H17NO5	Fatty acids	0.868188381	Fatty esters	0.770318747	Fatty acyl carnitines	0.748994172	Acyl carnitines	0.793195605	Acyl carnitines	0.793195605	Fatty acid esters	0.362978548	Fatty Acyls	0.802580774	Lipids and lipid-like molecules	0.706868172	Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Keto acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_232.11707_7.3_hpos
527_Hpos_rhizo_FT_173.09147_6.97_hpos	C7H12N2O3	[M + H]+	C7H12N2O3	Amino acids and Peptides	0.99895978	Small peptides	0.998662472	Dipeptides	0.993753135	Dipeptides	0.999999523	Peptides	0.999030113	"Amino acids, peptides, and analogues"	0.999915838	Carboxylic acids and derivatives	0.999999762	Organic acids and derivatives	1	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"	FT_173.09147_6.97_hpos
528_Hpos_rhizo_FT_223.06291_0.902_hpos	C8H14O5S	[M + H]+	C8H14O5S	Fatty acids	0.304836214	Fatty Acids and Conjugates	0.155857205	Wax monoesters	0.310460627	Dicarboxylic acids and derivatives	0.569129288			Dicarboxylic acids and derivatives	0.569129288	Carboxylic acids and derivatives	0.986141443	Organic acids and derivatives	0.994445384	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_223.06291_0.902_hpos
529_Hpos_rhizo_FT_522.20134_7.719_hpos	C18H35NO16	[M + H]+	C18H35NO16	Carbohydrates	0.988675714	Saccharides	0.99856168	Disaccharides	0.999765456	Oligosaccharides	0.831060231	Oligosaccharides	0.831060231	Carbohydrates and carbohydrate conjugates	0.999986529	Organooxygen compounds	1	Organic oxygen compounds	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Oligosaccharides; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; Fatty acyl glycosides; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Primary amines; Alkanolamines; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_522.20134_7.719_hpos
530_Hpos_rhizo_FT_297.0814_0.905_hpos	C14H18O3P2	[M + H]+	C14H18O3P2	Shikimates and Phenylpropanoids	0.877482772	Flavonoids	0.225877434	Phenanthrenes	0.054729838	Benzene and substituted derivatives	0.817040443					Benzene and substituted derivatives	0.817040443	Benzenoids	0.994091451	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Chemical entities	FT_297.0814_0.905_hpos
531_Hpos_rhizo_FT_631.11049_0.87_hpos	C16H27N10O11PS2	[M + H]+	C16H27N10O11PS2	Carbohydrates	0.92117548	Nucleosides	0.86619693	Purine nucleos(t)ides	0.659042358	Purine ribonucleoside monophosphates	0.796149731	Purine ribonucleoside monophosphates	0.796149731	Purine ribonucleotides	0.213047236	Purine nucleotides	0.174748749	"Nucleosides, nucleotides, and analogues"	0.730838716	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Ethers; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Organic sulfuric acids and derivatives; Phosphate esters; Azoles; Dialkyl ethers; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Monosaccharide phosphates; Purine ribonucleoside monophosphates; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; Organic 1,3-dipolar compounds; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_631.11049_0.87_hpos
532_Hpos_rhizo_FT_313.23603_1.022_hpos	C14H28N6O2	[M + H]+	C14H28N6O2	Alkaloids	0.98736167	Ornithine alkaloids	0.696097732	Polyamines	0.284616262	Amino acids and derivatives	0.768881738	Amino acids and derivatives	0.768881738	"Amino acids, peptides, and analogues"	0.780688882	Carboxylic acids and derivatives	0.87127763	Organic acids and derivatives	0.975505412	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Oxazinanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Morpholines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_313.23603_1.022_hpos
533_Hpos_rhizo_FT_313.23587_1.35_hpos	C14H28N6O2	[M + H]+	C14H28N6O2	Alkaloids	0.98736167	Ornithine alkaloids	0.696097732	Polyamines	0.284616262	Amino acids and derivatives	0.768881738	Amino acids and derivatives	0.768881738	"Amino acids, peptides, and analogues"	0.780688882	Carboxylic acids and derivatives	0.87127763	Organic acids and derivatives	0.975505412	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Oxazinanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Morpholines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_313.23587_1.35_hpos
534_Hpos_rhizo_FT_188.20029_5.016_hpos	C11H25NO	[M + H]+	C11H25NO	Fatty acids	0.680018544	Fatty acyls	0.871968389	Hydrocarbons	0.910293519	Trisubstituted amine oxides and derivatives	0.842081487	Amine oxides and derivatives	0.833225548	Amines	0.998436749	Organonitrogen compounds	0.999991655	Organic nitrogen compounds	0.999970198	Organic compounds; Organonitrogen compounds; Amine oxides and derivatives; Amines; Primary amines; Trisubstituted amine oxides and derivatives; Organic salts; Organic oxides; Aminoxides; Hydrocarbon derivatives; Trialkyl amine oxides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_188.20029_5.016_hpos
535_Hpos_rhizo_FT_172.2052_3.185_hpos	C11H25N	[M + H]+	C11H25N	Fatty acids	0.853642225	Fatty Acids and Conjugates	0.729780912	Amino fatty acids	0.618244886	Monoalkylamines	0.994699359	Primary amines	0.993568659	Amines	0.999876499	Organonitrogen compounds	0.999992132	Organic nitrogen compounds	0.999993324	Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	FT_172.2052_3.185_hpos
536_Hpos_rhizo_FT_146.11701_6.15_hpos	C7H15NO2	[M + H]+	C7H15NO2	Amino acids and Peptides	0.932834685	Small peptides	0.934842467	Aminoacids	0.883875966	Alpha amino acid esters	0.932275891	Amino acids and derivatives	0.999971151	"Amino acids, peptides, and analogues"	0.999969363	Carboxylic acids and derivatives	0.999841332	Organic acids and derivatives	0.999931455	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Alpha amino acid esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Primary amines; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_146.11701_6.15_hpos
537_Hpos_rhizo_FT_134.11703_6.214_hpos	C6H15NO2	[M + H]+	C6H15NO2	Alkaloids	0.435447335	Fatty acyls	0.32270506	Fatty alcohols	0.484982312	"1,2-aminoalcohols"	0.764867663	Alkanolamines	0.844797194	Amines	0.997498691	Organonitrogen compounds	0.99998188	Organic nitrogen compounds	0.999995351	"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_134.11703_6.214_hpos
538_Hpos_rhizo_FT_130.15868_5.089_hpos	C8H19N	[M + H]+	C8H19N	Alkaloids	0.637355864	Ornithine alkaloids	0.378374696	Polyamines	0.419486016	Trialkylamines	0.573163927	Tertiary amines	0.637173057	Amines	0.998483002	Organonitrogen compounds	0.999992371	Organic nitrogen compounds	0.999995351	Organic compounds; Organonitrogen compounds; Trialkylamines; Amines; Tertiary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	FT_130.15868_5.089_hpos
539_Hpos_rhizo_FT_116.10673_6.448_hpos	C6H13NO	[M + H]+	C6H13NO	Alkaloids	0.909207761	Lysine alkaloids	0.717169464	Acetate-derived alkaloids	0.568948448	Piperidines	0.804291785					Piperidines	0.804291785	Organoheterocyclic compounds	0.877726138	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Piperidines; Organonitrogen compounds; Organooxygen compounds; Dialkylamines; Amines; Secondary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_116.10673_6.448_hpos
540_Hpos_rhizo_FT_169.12169_1.02_hpos	C10H16O2	[M + H]+	C10H16O2	Fatty acids	0.441215932	Fatty esters	0.407094687	Lactones	0.499472708	Lactones	0.544106722					Lactones	0.544106722	Organoheterocyclic compounds	0.849664569	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_169.12169_1.02_hpos
541_Hpos_rhizo_FT_298.12486_7.843_hpos	C10H15N7O4	[M + H]+	C10H15N7O4	Carbohydrates	0.998715281	Nucleosides	0.997390211	Purine nucleos(t)ides	0.997988582	Purine 2'-deoxyribonucleosides	0.998912215			Purine 2'-deoxyribonucleosides	0.998912215	Purine nucleosides	0.999794543	"Nucleosides, nucleotides, and analogues"	0.997247994	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Imidazopyrimidines; Purine 2'-deoxyribonucleosides; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_298.12486_7.843_hpos
542_Hpos_rhizo_FT_311.22043_1.022_hpos	C16H28N3O3	[M + H]+	C16H28N3O3	Fatty acids	0.880459726	Histidine alkaloids	0.215419769	Carbocyclic fatty acids	0.494515389	Long-chain fatty acids	0.593969643	Long-chain fatty acids	0.593969643	Fatty acids and conjugates	0.970994711	Fatty Acyls	0.905537009	Lipids and lipid-like molecules	0.913024485	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Imidazoles; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Heterocyclic fatty acids; Substituted imidazoles; Long-chain fatty acids; Medium-chain fatty acids; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_311.22043_1.022_hpos
543_Hpos_rhizo_FT_371.09991_0.896_hpos	C13H22O10S	[M + H]+	C13H22O10S	Terpenoids	0.89901793	Monoterpenoids	0.991960943	Iridoids monoterpenoids	0.376437902	Hexoses	0.937125027	Monosaccharides	0.956815362	Carbohydrates and carbohydrate conjugates	0.991283536	Organooxygen compounds	0.999999404	Organic oxygen compounds	1	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Sulfonyls; Thioacetals; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Methanesulfonates; Glycosyl compounds; Monothioacetals; O-glycosyl compounds; Polyols; Alkanesulfonic acids and derivatives; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_371.09991_0.896_hpos
544_Hpos_rhizo_FT_186.14829_1.024_hpos	C10H19NO2	[M + H]+	C10H19NO2	Terpenoids	0.545795918	Sesquiterpenoids	0.252547055	Aminoacids	0.053147841	Amino acids	0.604532838	Amino acids and derivatives	0.679265022	"Amino acids, peptides, and analogues"	0.681535959	Carboxylic acids and derivatives	0.861355603	Organic acids and derivatives	0.857844472	"Organic compounds; Amino acids, peptides, and analogues; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_186.14829_1.024_hpos
545_Hpos_rhizo_FT_251.19961_0.998_hpos	C16H26O2	[M + H]+	C16H26O2	Fatty acids	0.503907144	Sesquiterpenoids	0.268349141	Unsaturated fatty acids	0.175375938	Carboxylic acid esters	0.790604591	Carboxylic acid esters	0.790604591	Carboxylic acid derivatives	0.770271838	Carboxylic acids and derivatives	0.937285721	Organic acids and derivatives	0.947186947	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_251.19961_0.998_hpos
546_Hpos_rhizo_FT_119.08519_0.995_hpos	C9H10	[M + H]+	C9H10	Terpenoids	0.594785988	Phenylpropanoids (C6-C3)	0.608203173	Cinnamic acids and derivatives	0.660668373	Aromatic hydrocarbons	0.999610364					Aromatic hydrocarbons	0.999610364	Hydrocarbons	1	Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Aromatic hydrocarbons; Chemical entities	FT_119.08519_0.995_hpos
548_Hpos_rhizo_FT_130.08585_1.468_hpos	C6H11NO2	[M + H]+	C6H11NO2	Alkaloids	0.679749191	Small peptides	0.513969958	Aminoacids	0.406353652	Amino acids	0.654439986	Amino acids and derivatives	0.837886751	"Amino acids, peptides, and analogues"	0.833938718	Carboxylic acids and derivatives	0.971233606	Organic acids and derivatives	0.850418091	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Dialkylamines; Amines; Secondary amines; N-alkylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_130.08585_1.468_hpos
549_Hpos_rhizo_FT_247.12787_6.157_hpos	C8H16N5O4	[M + H]+	C8H16N5O4	Alkaloids	0.573696077	Small peptides	0.589755118	Aminoacids	0.545179486	Alpha amino acids and derivatives	0.755894899	Amino acids and derivatives	0.909138858	"Amino acids, peptides, and analogues"	0.902478993	Carboxylic acids and derivatives	0.715073228	Organic acids and derivatives	0.76669544	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_247.12787_6.157_hpos
550_Hpos_rhizo_FT_150.11183_2.902_hpos	C6H15NO3	[M + H]+	C6H15NO3	Fatty acids	0.70205915	Fatty acyls	0.502768874	Fatty alcohols	0.650281191	"1,2-aminoalcohols"	0.925148487	Alkanolamines	0.98791635	Amines	0.99999094	Organonitrogen compounds	0.99998486	Organic nitrogen compounds	0.998961568	"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_150.11183_2.902_hpos
551_Hpos_rhizo_FT_203.13821_4.493_hpos	C9H18N2O3	[M + H]+	C9H18N2O3	Amino acids and Peptides	0.999655962	Small peptides	0.999948621	Dipeptides	0.999080658	Dipeptides	0.999892116	Peptides	0.999556839	"Amino acids, peptides, and analogues"	0.99997437	Carboxylic acids and derivatives	0.999998212	Organic acids and derivatives	1	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Alanine and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"	FT_203.13821_4.493_hpos
552_Hpos_rhizo_FT_328.24663_1.02_hpos	C18H33NO3	[M + O + H]+	C18H33NO4	Fatty acids	0.942233741	Fatty Acids and Conjugates	0.304426759	Nitro fatty acids	0.241199836	Long-chain fatty acids	0.587889016	Long-chain fatty acids	0.587889016	Fatty acids and conjugates	0.650360167	Fatty Acyls	0.651567817	Lipids and lipid-like molecules	0.624287486	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Organic nitro compounds; Organic oxoazanium compounds; Carbonyl compounds; Long-chain fatty acids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_328.24663_1.02_hpos
553_Hpos_rhizo_FT_328.24668_1.339_hpos	C18H33NO3	[M + O + H]+	C18H33NO4	Fatty acids	0.942233741	Fatty Acids and Conjugates	0.304426759	Nitro fatty acids	0.241199836	Long-chain fatty acids	0.587889016	Long-chain fatty acids	0.587889016	Fatty acids and conjugates	0.650360167	Fatty Acyls	0.651567817	Lipids and lipid-like molecules	0.624287486	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Organic nitro compounds; Organic oxoazanium compounds; Carbonyl compounds; Long-chain fatty acids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_328.24668_1.339_hpos
554_Hpos_rhizo_FT_158.11697_1.289_hpos	C8H15NO2	[M + H]+	C8H15NO2	Amino acids and Peptides	0.971280754	Small peptides	0.981817544	Aminoacids	0.891531885	Gamma amino acids and derivatives	0.755296052	Amino acids and derivatives	0.998977304	"Amino acids, peptides, and analogues"	0.998924196	Carboxylic acids and derivatives	0.999599159	Organic acids and derivatives	0.99980396	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Gamma amino acids and derivatives; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_158.11697_1.289_hpos
555_Hpos_rhizo_FT_198.0883_7.02_hpos	C6H16NO4P	[M + H]+	C6H16NO4P	Fatty acids	0.306867629	Glycerophospholipids	0.556216836	Glycerophosphocholines	0.100065157	Phosphocholines	0.815272808	Cholines	0.806811631	Quaternary ammonium salts	0.999366462	Organonitrogen compounds	0.999995708	Organic nitrogen compounds	0.999997377	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Amines; Alkyl phosphates; Monoalkyl phosphates; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_198.0883_7.02_hpos
556_Hpos_rhizo_FT_406.24199_0.921_hpos	C19H35NO8	[M + H]+	C19H35NO8	Fatty acids	0.300216615	Fatty Acids and Conjugates	0.571312368	Arteminisin	0.718912303	Fatty acid methyl esters	0.78308785	Fatty acid methyl esters	0.78308785	Fatty acid esters	0.928955019	Fatty Acyls	0.92501533	Lipids and lipid-like molecules	0.957975924	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Organic peroxides; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Dialkyl peroxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_406.24199_0.921_hpos
557_Hpos_rhizo_FT_654.32898_0.888_hpos	C37H43N5O6	[M + H]+	C37H43N5O6	Alkaloids	0.474244744	Peptide alkaloids	0.383082122	Simple amide alkaloids	0.391706437	N-acyl-alpha amino acids and derivatives	0.882635832	Amino acids and derivatives	0.974427342	"Amino acids, peptides, and analogues"	0.977292776	Carboxylic acids and derivatives	0.996419311	Organic acids and derivatives	0.998807073	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Benzoic acids and derivatives; Benzamides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Alpha amino acid amides; Phenol ethers; Benzenoids; Amines; Tertiary amines; Vinylogous acids; Fatty Acyls; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	FT_654.32898_0.888_hpos
