NMR_weight,RPPOS_mz,RPNEG_mz,HPOS_mz,HNEG_mz,FTICR_NeutralMass
,284.22192,,,,165.0668715
,251.20046,,,,165.074943
,216.23219,,,,165.0789863
,351.21404,,,,165.0870955
,269.21106,,,,165.0915456
,332.27935,,,,165.0996685
,224.20081,,,,165.1001054
,288.25322,,,,165.4592425
,344.24298,,,,165.5164165
,224.20082,,,,165.5346098
,286.23753,,,,165.5699165
,157.12224,,,,165.5945255
,240.19566,,,,165.6337505
,354.26111,,,,165.8429663
,332.27926,,,,165.8432495
,330.2637,,,,165.8434169
,429.19061,,,,165.8435845
,288.25316,,,,165.843839
,332.21933,,,,165.8451673
,328.24799,,,,165.8467886
,332.27928,,,,165.9717945
,240.19563,,,,165.9858415
,336.25054,,,,166.0084155
,296.25815,,,,166.0261294
,267.19539,,,,166.02644
,447.20126,,,,166.0266115
,332.27928,,,,166.0270558
,282.20623,,,,166.0299836
,240.19568,,,,166.0371795
,202.14369,,,,166.0378411
,287.1406,,,,166.0396695
,223.0636,,,,166.0448121
,330.26364,,,,166.0472695
,297.24234,,,,166.0477287
,332.27926,,,,166.0481546
,255.15892,,,,166.0508995
,267.19532,,,,166.0515895
,312.25314,,,,166.0553725
,296.25833,,,,166.0625177
,296.25818,,,,166.0630018
,259.15377,,,,166.0634365
,297.24226,,,,166.074231
,271.12437,,,,166.0823345
,305.15915,,,,166.0841182
,286.23755,,,,166.094913
,172.13297,,,,166.0953566
,330.2635,,,,166.0957655
,334.23466,,,,166.099374
,298.23749,,,,166.3031905
,331.24764,,,,166.3176955
,253.21605,,,,166.5242337
,242.21131,,,,166.6113245
,333.26323,,,,166.6322925
,330.26361,,,,166.6866255
,316.28441,,,,166.7378105
,332.27927,,,,166.8362675
,312.25289,,,,166.8438811
,367.20882,,,,166.8852065
,310.2374,,,,167.0006585
,296.25826,,,,167.010787
,333.26318,,,,167.0162462
,271.22658,,,,167.0218663
,271.2266,,,,167.0299693
,297.13318,,,,167.0344303
,331.24764,,,,167.0349131
,316.28446,,,,167.0429705
,296.25833,,,,167.0461563
,252.23202,,,,167.0526115
,291.15882,,,,167.0582431
,316.11749,,,,167.0663543
,478.18555,,,,167.0708065
,185.11719,,,,167.0789145
,294.24275,,,,167.0793691
,312.25297,,,,167.0797935
,316.28424,,,,167.0900225
,252.232,,,,167.0906032
,318.19091,,,,167.2313325
,344.24295,,,,167.3194565
,314.26873,,,,167.4421685
,301.1644,,,,167.5291735
,252.23192,,,,167.5320535
,312.25287,,,,167.5502225
,268.22678,,,,167.6900085
,347.16982,,,,167.7230245
,344.24287,,,,167.8404615
,268.22688,,,,167.8422135
,312.25294,,,,167.8438335
,311.22148,,,,167.8814885
,310.23739,,,,167.9558705
,313.23688,,,,168.0058679
,344.243,,,,168.0189485
,268.22692,,,,168.0240758
,311.22155,,,,168.0283615
,281.24741,,,,168.0301664
,310.23736,,,,168.0417661
,295.22671,,,,168.0422656
,314.26875,,,,168.0425175
,281.24728,,,,168.0427655
,281.24741,,,,168.0479535
,339.25047,,,,168.0534891
,334.29506,,,,168.0604451
,315.25285,,,,168.0633768
,280.26324,,,,168.0665635
,299.25773,,,,168.0746192
,293.21097,,,,168.0767815
,269.21093,,,,168.0781105
,305.17451,,,,168.0786438
,311.22142,,,,168.0842745
,269.21087,,,,168.0898415
,309.20592,,,,168.1150252
,273.14835,,,,168.3209775
,305.17455,,,,168.5216995
,296.25802,,,,168.5398855
,269.21096,,,,168.5697945
,293.211,,,,168.6378605
,305.17462,,,,168.6636115
,358.36777,,,,168.7627365
,296.25815,,,,168.7997105
,283.22667,,,,168.8079065
,743.41817,,,,168.8156045
,259.15379,,,,168.8227955
,297.24224,,,,168.8439928
,297.24214,,,,168.8784571
,297.24241,,,,168.8881405
,463.13058,,,,169.0136988
,371.10113,,,,169.0212965
,554.1759,,,,169.0218865
,144.98203,,,,169.0318805
,144.98202,,,,169.031979
,628.1945,,,,169.0375157
,,,,,169.0456255
,,,,,169.0500814
,,,,,169.0505638
,,,,,169.0510355
,,,,,169.0682754
,,,,,169.0738926
,,,,,169.0820175
,,,,,169.1102732
,,,,,169.2144625
,,,,,169.5220615
,,,,,169.5295325
,,,,,169.5360905
,,,,,169.547713
,,,,,169.5542855
,,,,,169.6951105
,,,,,169.8430565
,,,,,169.8435283
,,,,,169.843972
,,,,,169.955006
,,,,,169.9550915
,,,,,169.9555335
,,,,,169.9558436
,,,,,169.9560209
,,,,,169.9561969
,,,,,169.9564836
,,,,,170.0109645
,,,,,170.0202125
,,,,,170.0209955
,,,,,170.0215281
,,,,,170.029134
,,,,,170.0327655
,,,,,170.0345795
,,,,,170.0397239
,,,,,170.0458086
,,,,,170.057407
,,,,,170.057916
,,,,,170.0584175
,,,,,170.063595
,,,,,170.0691456
,,,,,170.0761041
,,,,,170.0822015
,,,,,170.0937888
,,,,,170.0943039
,,,,,170.094774
,,,,,170.1100125
,,,,,170.1306852
,,,,,170.2307965
,,,,,170.5267647
,,,,,170.5373445
,,,,,170.5439295
,,,,,170.5596125
,,,,,170.6871105
,,,,,170.7521245
,,,,,170.7759895
,,,,,170.8201315
,,,,,170.8410278
,,,,,170.8755065
,,,,,170.9300285
,,,,,170.9593784
,,,,,170.989493
,,,,,170.9990228
,,,,,171.016776
,,,,,171.018791
,,,,,171.0248655
,,,,,171.0293495
,,,,,171.0298307
,,,,,171.0369885
,,,,,171.0475391
,,,,,171.0476388
,,,,,171.0531629
,,,,,171.0612657
,,,,,171.0643945
,,,,,171.0652865
,,,,,171.0657428
,,,,,171.0660425
,,,,,171.0662165
,,,,,171.0663995
,,,,,171.0666679
,,,,,171.0774417
,,,,,171.0839275
,,,,,171.0895497
,,,,,171.0976536
,,,,,171.1007855
,,,,,171.1259376
,,,,,171.1993085
,,,,,171.5164276
,,,,,171.5204415
,,,,,171.5335495
,,,,,171.5346265
,,,,,171.5451695
,,,,,171.5673775
,,,,,171.5699468
,,,,,171.5885875
,,,,,171.6773365
,,,,,171.7808165
,,,,,171.8400898
,,,,,171.840573
,,,,,171.8407575
,,,,,171.8727005
,,,,,171.9515265
,,,,,171.9523705
,,,,,171.9534955
,,,,,171.9824945
,,,,,171.9830308
,,,,,171.9927355
,,,,,171.9937125
,,,,,171.9942675
,,,,,172.0039525
,,,,,172.008409
,,,,,172.0151945
,,,,,172.0194168
,,,,,172.0266052
,,,,,172.0291075
,,,,,172.0366381
,,,,,172.0371726
,,,,,172.0428681
,,,,,172.0448115
,,,,,172.0484139
,,,,,172.0502387
,,,,,172.0524175
,,,,,172.0553637
,,,,,172.0610035
,,,,,172.0614657
,,,,,172.0695781
,,,,,172.0730465
,,,,,172.073375
,,,,,172.073556
,,,,,172.074004
,,,,,172.0847956
,,,,,172.1094402
,,,,,172.1099392
,,,,,172.1104185
,,,,,172.1441595
,,,,,172.1458173
,,,,,172.1461462
,,,,,172.1463255
,,,,,172.1465055
,,,,,172.146795
,,,,,172.3323485
,,,,,172.5242308
,,,,,172.5414545
,,,,,172.5424305
,,,,,172.8415071
,,,,,172.9782815
,,,,,172.9863725
,,,,,172.9874419
,,,,,172.9879775
,,,,,173.0146635
,,,,,173.016247
,,,,,173.032428
,,,,,173.0344407
,,,,,173.0400315
,,,,,173.0405365
,,,,,173.045005
,,,,,173.0454955
,,,,,173.047674
,,,,,173.0627922
,,,,,173.0632778
,,,,,173.0637315
,,,,,173.0640585
,,,,,173.0688071
,,,,,173.0769084
,,,,,173.0800435
,,,,,173.1041678
,,,,,173.1046773
,,,,,173.1050095
,,,,,173.105191
,,,,,173.1053695
,,,,,173.1056749
,,,,,173.1132918
,,,,,173.1414395
,,,,,173.1491945
,,,,,173.149683
,,,,,173.1606255
,,,,,173.2386675
,,,,,173.4712195
,,,,,173.5030455
,,,,,173.5138595
,,,,,173.5320589
,,,,,173.5779955
,,,,,173.6528425
,,,,,173.7121015
,,,,,173.8369835
,,,,,173.8374726
,,,,,173.8387325
,,,,,173.8392231
,,,,,173.8488955
,,,,,173.8497955
,,,,,173.8502813
,,,,,173.8600785
,,,,,173.9503375
,,,,,173.9788255
,,,,,173.9986715
,,,,,174.0164441
,,,,,174.0240675
,,,,,174.0261735
,,,,,174.0317025
,,,,,174.0422622
,,,,,174.0522715
,,,,,174.0528281
,,,,,174.058516
,,,,,174.0604435
,,,,,174.064053
,,,,,174.0666305
,,,,,174.0680625
,,,,,174.0881995
,,,,,174.0886891
,,,,,174.0890216
,,,,,174.0892059
,,,,,174.0893901
,,,,,174.089692
,,,,,174.100442
,,,,,174.1080253
,,,,,174.1083615
,,,,,174.1085474
,,,,,174.1087315
,,,,,174.1090235
,,,,,174.1250747
,,,,,174.1254031
,,,,,174.1255885
,,,,,174.1257715
,,,,,174.1260741
,,,,,174.5216929
,,,,,174.539886
,,,,,174.6075565
,,,,,174.8385581
,,,,,174.9026725
,,,,,174.9360196
,,,,,174.9711855
,,,,,174.9717405
,,,,,174.9850165
,,,,,175.0137063
,,,,,175.0213195
,,,,,175.0318875
,,,,,175.0395445
,,,,,175.048067
,,,,,175.0500831
,,,,,175.0561475
,,,,,175.0633358
,,,,,175.0682758
,,,,,175.0844614
,,,,,175.092037
,,,,,175.0923845
,,,,,175.09257
,,,,,175.0927535
,,,,,175.0956861
,,,,,175.109437
,,,,,175.1119086
,,,,,175.1289473
,,,,,175.2063645
,,,,,175.3855665
,,,,,175.5055865
,,,,,175.5189455
,,,,,175.5217785
,,,,,175.5295182
,,,,,175.5335755
,,,,,175.5477045
,,,,,175.5907345
,,,,,175.6134435
,,,,,175.6148335
,,,,,175.6153995
,,,,,175.7472425
,,,,,175.8016245
,,,,,175.8345197
,,,,,175.8362841
,,,,,175.8367495
,,,,,175.8468685
,,,,,175.8482305
,,,,,175.8506435
,,,,,175.9075885
,,,,,175.9633825
,,,,,175.9795795
,,,,,176.0109467
,,,,,176.0215281
,,,,,176.0291665
,,,,,176.0320931
,,,,,176.035259
,,,,,176.0397178
,,,,,176.0453405
,,,,,176.0473418
,,,,,176.049176
,,,,,176.0579049
,,,,,176.0585698
,,,,,176.0644585
,,,,,176.0679436
,,,,,176.0682795
,,,,,176.0684681
,,,,,176.0686595
,,,,,176.0689885
,,,,,176.0761013
,,,,,176.0792115
,,,,,176.0796981
,,,,,176.0802455
,,,,,176.0837314
,,,,,176.0934635
,,,,,176.0959015
,,,,,176.1037831
,,,,,176.1043285
,,,,,176.1046695
,,,,,176.1048603
,,,,,176.105049
,,,,,176.1053915
,,,,,176.1160831
,,,,,176.1227265
,,,,,176.1658615
,,,,,176.1844945
,,,,,176.4276845
,,,,,176.4507045
,,,,,176.4510515
,,,,,176.5373527
,,,,,176.5413725
,,,,,176.543955
,,,,,176.5555255
,,,,,176.623236
,,,,,176.6342745
,,,,,176.8317605
